etapa.de.ensino,n,all.factor,all.raw_alpha,all.std.alpha,all.G6(smc),all.average_r,all.S/N,all.ase,all.mean,all.sd,all.median_r,ML1.factor,ML1.raw_alpha,ML1.std.alpha,ML1.G6(smc),ML1.average_r,ML1.S/N,ML1.ase,ML1.mean,ML1.sd,ML1.median_r,ML2.factor,ML2.raw_alpha,ML2.std.alpha,ML2.G6(smc),ML2.average_r,ML2.S/N,ML2.ase,ML2.mean,ML2.sd,ML2.median_r,ML3.factor,ML3.raw_alpha,ML3.std.alpha,ML3.G6(smc),ML3.average_r,ML3.S/N,ML3.ase,ML3.mean,ML3.sd,ML3.median_r
Ensino Superior,324,all,0.88,0.88,0.89,0.37,7.56,0.01,2.43,0.7,0.35,ML1,0.83,0.83,0.79,0.55,4.81,0.02,2.17,0.95,0.55,ML2,0.79,0.8,0.8,0.4,4.03,0.02,2.47,0.73,0.47,ML3,0.7,0.7,0.61,0.44,2.33,0.03,2.68,0.85,0.41
