formacao.continuada,n,all.factor,all.raw_alpha,all.std.alpha,all.G6(smc),all.average_r,all.S/N,all.ase,all.mean,all.sd,all.median_r,ML1.factor,ML1.raw_alpha,ML1.std.alpha,ML1.G6(smc),ML1.average_r,ML1.S/N,ML1.ase,ML1.mean,ML1.sd,ML1.median_r,ML2.factor,ML2.raw_alpha,ML2.std.alpha,ML2.G6(smc),ML2.average_r,ML2.S/N,ML2.ase,ML2.mean,ML2.sd,ML2.median_r,ML3.factor,ML3.raw_alpha,ML3.std.alpha,ML3.G6(smc),ML3.average_r,ML3.S/N,ML3.ase,ML3.mean,ML3.sd,ML3.median_r
Formação continuada - Concluída,46,all,0.91,0.89,0.92,0.37,9.8,0.01,2.58,0.68,0.36,ML1,0.84,0.77,0.81,0.57,5.31,0.02,2.2,0.97,0.6,ML2,0.78,0.84,0.78,0.39,3.76,0.02,2.5,0.73,0.44,ML3,0.82,0.76,0.81,0.4,4.64,0.02,2.86,0.71,0.38
