ID,unidade,pedagogica,cidadania,desenvolvimento
5e9dfecfa861ff3b5bb0fa5f,UFAL A.C. Simões,1.25,1.6666666666666667,3.3333333333333335
5e9e0b40a861ff3b5bb0fa7e,UFAL A.C. Simões,1.75,1.8333333333333333,1.6666666666666667
5e9e0bcca861ff3b5bb0fa88,UFAL Arapiraca,1.25,2.3333333333333335,2.6666666666666665
5e9e0ecca861ff3b5bb0faa0,UFAL Arapiraca,1.5,1.5,1
5e9e0edaa861ff3b572b82d4,UFAL A.C. Simões,3,2.8333333333333335,3.3333333333333335
5e9e0efba861ff3b5bb0faa1,UFAL A.C. Simões,1,2.6666666666666665,2
5e9e2797a861ff3b5bb0fae9,UFAL A.C. Simões,3.25,2.8333333333333335,2.6666666666666665
5e9e2bf8a861ff3b5bb0faec,UFAL Arapiraca,1,3.6666666666666665,3
5e9e34e6a861ff3b572b835c,UFAL Sertão,3.75,4,3.6666666666666665
5e9e4316a861ff3b5bb0fb22,UFAL A.C. Simões,1.25,1.6666666666666667,2.6666666666666665
5e9ed3eca861ff5703fb7181,UFAL Arapiraca,1.75,2.5,1.6666666666666667
5e9ef485a861ff57078b12fb,UFAL CECA,1.5,2,3.6666666666666665
5e9f09dea861ff5703fb71e4,UFAL A.C. Simões,1.25,1.3333333333333333,2
5e9f0c11a861ff57078b1350,UFAL A.C. Simões,3.25,3.3333333333333335,3
5e9f308ca861ff57078b1385,UFAL A.C. Simões,2.5,3.1666666666666665,2.3333333333333335
5e9f525aa861ff5703fb72a7,UFAL Sertão,1.5,2.5,3
5e9f5b44a861ff57078b1401,UFAL Arapiraca,5,4.833333333333333,5
5e9f9ceea861ff5703fb72f0,UFAL A.C. Simões,1.75,2.5,1.6666666666666667
5e9ff5e5a861ff6b26ef5c1e,UFAL A.C. Simões,1.25,2.3333333333333335,2.3333333333333335
5ea02a2fa861ff6b228ebcac,UFAL A.C. Simões,2.25,3.1666666666666665,3.3333333333333335
5ea0321aa861ff6b26ef5c3e,UFAL A.C. Simões,1,1.8333333333333333,2.6666666666666665
5ea03d1aa861ff6b228ebccc,UFAL A.C. Simões,1.75,1.3333333333333333,2.3333333333333335
5ea08aafa861ff6b26ef5cec,UFAL Arapiraca,2.5,2.5,1.6666666666666667
5ea26477a861ff040d5d236a,UFAL A.C. Simões,2.25,2.1666666666666665,1.6666666666666667
5ea5eb2aa861ff360e5f6110,UFAL A.C. Simões,1.75,3,3
