ID,area.de.conhecimento,unidade,pedagogica,cidadania,desenvolvimento
5e85cfd48f0a292bf1adf31d,Ciências Exatas e da Terra,UFAL A.C. Simões,2.5,1.6666666666666667,2
5e85d5488f0a292beda2e4ea,Ciências Sociais Aplicadas,UFAL A.C. Simões,2.25,3.3333333333333335,3.6666666666666665
5e85daf88f0a292beda2e51b,Ciências Humanas,UFAL A.C. Simões,1.25,2,2.6666666666666665
5e85e4d08f0a292bf1adf359,Ciências Sociais Aplicadas,UFAL A.C. Simões,4.25,2.8333333333333335,4.333333333333333
5e85e891a861ff4068363325,Linguística/Letras e Artes,UFAL Arapiraca,2,2.3333333333333335,2.6666666666666665
5e8616bba861ff40683633e9,Ciências Biológicas,UFAL Arapiraca,1.75,2.1666666666666665,2
5e862977a861ff4068363494,Engenharias,UFAL A.C. Simões,2.25,2.3333333333333335,2.3333333333333335
5e863555a861ff406c58ede6,Ciências Sociais Aplicadas,UFAL A.C. Simões,1.25,1.6666666666666667,1
5e863a5ca861ff40683634ff,Ciências Sociais Aplicadas,UFAL A.C. Simões,3.75,2.6666666666666665,3
5e863f44a861ff406c58ee6c,Ciências Sociais Aplicadas,UFAL A.C. Simões,3.5,2.1666666666666665,3
5e863fdca861ff406c58ee76,Ciências Sociais Aplicadas,UFAL A.C. Simões,2.75,3.5,4
5e864e0ba861ff406c58ee96,Ciências Sociais Aplicadas,UFAL A.C. Simões,1.75,3.1666666666666665,2.6666666666666665
5e865fb1a861ff406836358c,Ciências Sociais Aplicadas,UFAL A.C. Simões,4.25,1.8333333333333333,4
5e866e64a861ff406c58ef03,Ciências Sociais Aplicadas,UFAL A.C. Simões,4,2.8333333333333335,3.3333333333333335
5e867729a861ff406c58ef2a,Ciências Humanas,UFAL A.C. Simões,3.75,4.166666666666667,4
5e86d007a861ff406c58efab,Linguística/Letras e Artes,UFAL Arapiraca,1,1.5,1.6666666666666667
5e873049a861ff3f7a8ff2fb,Ciências Exatas e da Terra,UFAL A.C. Simões,1.75,2.5,1.6666666666666667
5e873c89a861ff3f7a8ff316,Ciências Humanas,UFAL A.C. Simões,3.25,4.333333333333333,3.6666666666666665
5e873ff7a861ff3f7a8ff32f,Ciências Exatas e da Terra,UFAL A.C. Simões,2.25,2.3333333333333335,2
5e874035a861ff3f7a8ff330,Ciências Exatas e da Terra,UFAL A.C. Simões,2,1.3333333333333333,3
5e874106a861ff3f7a8ff332,Ciências Exatas e da Terra,UFAL A.C. Simões,1.25,2.1666666666666665,2
5e8743c4a861ff3f7eb2567d,Ciências Agrárias,UFAL Arapiraca,2.5,1.6666666666666667,2.6666666666666665
5e874564a861ff3f7eb2568a,Ciências Humanas,UFAL A.C. Simões,2,1.3333333333333333,2
5e874983a861ff3f7eb256bb,Ciências Sociais Aplicadas,UFAL A.C. Simões,3.75,3.3333333333333335,2.3333333333333335
5e874abca861ff3f7eb256c1,Ciências Sociais Aplicadas,UFAL A.C. Simões,1,2.1666666666666665,2
5e874c73a861ff3f7a8ff3a8,Linguística/Letras e Artes,UFAL A.C. Simões,2.75,4.833333333333333,4
5e874e1fa861ff3f7eb256ec,Ciências Humanas,UFAL A.C. Simões,1.5,3,2.6666666666666665
5e874f31a861ff3f7eb256f6,Ciências Sociais Aplicadas,UFAL A.C. Simões,1.5,1.8333333333333333,2.6666666666666665
5e875675a861ff3f7eb25712,Ciências Sociais Aplicadas,UFAL A.C. Simões,1.75,2.1666666666666665,2.6666666666666665
5e875a57a861ff3f7a8ff403,Ciências Sociais Aplicadas,UFAL A.C. Simões,1.75,2.1666666666666665,1.6666666666666667
5e87673fa861ff3f7eb25746,Ciências Humanas,UFAL A.C. Simões,3.5,2,3.3333333333333335
5e87708fa861ff3f7eb25777,Linguística/Letras e Artes,UFAL A.C. Simões,2.75,2.8333333333333335,2.3333333333333335
5e877437a861ff3f7a8ff45d,Engenharias,UFAL A.C. Simões,2.25,1,2.6666666666666665
5e87819ca861ff3f7a8ff465,Engenharias,UFAL A.C. Simões,3.5,3,3.3333333333333335
5e878263a861ff3f7eb2579a,Engenharias,UFAL A.C. Simões,3.5,3.5,3.3333333333333335
5e87839ca861ff3f7eb257a1,Ciências Humanas,UFAL A.C. Simões,3,2.6666666666666665,3.6666666666666665
5e87865da861ff3f7a8ff485,Ciências Sociais Aplicadas,UFAL A.C. Simões,4,2.5,4
5e8792eaa861ff3f7eb257f5,Ciências da Saúde,UFAL A.C. Simões,1.25,2.5,3.6666666666666665
5e87c83ba861ff3f7eb25870,Ciências Humanas,UFAL A.C. Simões,2.5,2.1666666666666665,2.6666666666666665
5e87d37ba861ff3f7eb25881,Ciências Humanas,UFAL A.C. Simões,1.5,2.3333333333333335,2
5e87f19ca861ff3f7a8ff570,Ciências Exatas e da Terra,UFAL Arapiraca,3.5,3.6666666666666665,4
5e8802c7a861ff3f7a8ff586,Ciências Agrárias,UFAL Arapiraca,1,1.6666666666666667,3.3333333333333335
5e881985a861ff3f7a8ff59c,Ciências Exatas e da Terra,UFAL A.C. Simões,3.5,2.5,3.6666666666666665
5e883222a861ff6760681bd9,Ciências Humanas,UFAL A.C. Simões,1.75,2.5,3.3333333333333335
5e883b87a861ff6760681bf3,Ciências Agrárias,UFAL CECA,1.75,1.5,2.3333333333333335
5e883c11a861ff6760681bf9,Ciências Humanas,UFAL Arapiraca,3.75,3.3333333333333335,3.3333333333333335
5e884f1ba861ff6760681c0a,Ciências Exatas e da Terra,UFAL A.C. Simões,1.75,1.3333333333333333,1
5e8850a0a861ff675c201b5c,Engenharias,UFAL A.C. Simões,1,1.5,1.6666666666666667
5e8851dba861ff675c201b64,Ciências Sociais Aplicadas,UFAL A.C. Simões,1.25,2,1.3333333333333333
5e88613ca861ff6760681c39,Ciências Exatas e da Terra,UFAL A.C. Simões,1,1.6666666666666667,1.6666666666666667
5e886fc9a861ff675c201ba2,Ciências da Saúde,UFAL Arapiraca,1,1.8333333333333333,3
5e886ff3a861ff675c201ba3,Ensino técnico,UFAL A.C. Simões,4,4,3.6666666666666665
5e887338a861ff6760681c61,Ciências Sociais Aplicadas,UFAL Arapiraca,1.5,2.5,2.6666666666666665
5e8874aca861ff6760681c68,Engenharias,UFAL A.C. Simões,2.75,2.1666666666666665,2.6666666666666665
5e888aa8a861ff6760681c9c,Ciências Humanas,UFAL A.C. Simões,2.5,2.3333333333333335,2.3333333333333335
5e88a65fa861ff675c201c49,Ciências Sociais Aplicadas,UFAL Sertão,3.25,3.6666666666666665,2.6666666666666665
5e88aad9a861ff675c201c73,Ciências Sociais Aplicadas,UFAL A.C. Simões,1.25,2.5,1.3333333333333333
5e88b62fa861ff6760681cfb,Ciências da Saúde,UFAL A.C. Simões,3.75,2.5,3
5e88b9a6a861ff675c201c97,Ciências Humanas,UFAL A.C. Simões,2.25,3,2
5e88be8ea861ff675c201ca7,Ciências Sociais Aplicadas,UFAL A.C. Simões,4.5,3.1666666666666665,3.3333333333333335
5e88c0c9a861ff675c201cbb,Ciências Humanas,UFAL Arapiraca,1.25,1.6666666666666667,2
5e88c2b5a861ff6760681d34,Engenharias,UFAL A.C. Simões,1.75,1.6666666666666667,1
5e88ce93a861ff675c201d03,Ciências Sociais Aplicadas,UFAL A.C. Simões,3,2.3333333333333335,2.3333333333333335
5e88d2eca861ff675c201d0e,Ciências Sociais Aplicadas,UFAL A.C. Simões,4,3.5,4.333333333333333
5e88d3d8a861ff675c201d14,Ciências Exatas e da Terra,UFAL Arapiraca,3.75,3,3.3333333333333335
5e88d974a861ff675c201d3c,Linguística/Letras e Artes,UFAL A.C. Simões,3.25,2.8333333333333335,3
5e88e28aa861ff675c201d52,Engenharias,UFAL CECA,1.75,3,3.6666666666666665
5e88eb57a861ff675c201d87,Ciências Exatas e da Terra,UFAL A.C. Simões,2.75,3.8333333333333335,3.3333333333333335
5e88edfda861ff6760681e33,Ciências Exatas e da Terra,UFAL A.C. Simões,3.25,1.8333333333333333,1.6666666666666667
5e88fdd4a861ff6760681e4b,Ciências Exatas e da Terra,UFAL A.C. Simões,1.75,2.8333333333333335,1.6666666666666667
5e890798a861ff6760681e79,Linguística/Letras e Artes,UFAL A.C. Simões,1.75,2.1666666666666665,2.3333333333333335
5e891eeba861ff6760681eac,Engenharias,UFAL A.C. Simões,4.25,3,2
5e892524a861ff675c201dfa,Ciências Exatas e da Terra,UFAL A.C. Simões,1.75,3.5,2
5e89401ca861ff6760681ee5,Ciências Humanas,UFAL A.C. Simões,2.75,2.6666666666666665,3
5e8943f4a861ff6760681eef,Linguística/Letras e Artes,UFAL A.C. Simões,2.5,2.3333333333333335,3
5e894944a861ff675c201e38,Ciências da Saúde,UFAL A.C. Simões,2,2.1666666666666665,3.3333333333333335
5e894bfca861ff6760681f07,Ciências Sociais Aplicadas,UFAL Arapiraca,1.5,2.3333333333333335,2.3333333333333335
5e895892a861ff675c201e4e,Ciências Humanas,UFAL A.C. Simões,2,2.3333333333333335,2.3333333333333335
5e89dcd6a861ff7eba14d485,Ciências Agrárias,UFAL Arapiraca,2,2.1666666666666665,2.3333333333333335
5e89fe82a861ff7eb664f6cd,Ciências Exatas e da Terra,UFAL A.C. Simões,3.5,2.5,3
5e8a1b8da861ff7eb664f6e8,Ciências Exatas e da Terra,UFAL A.C. Simões,1.25,1.6666666666666667,1.3333333333333333
5e8a1d31a861ff7eb664f6f5,Ciências Exatas e da Terra,UFAL Sertão,3.5,3.6666666666666665,4
5e8a1e32a861ff7eba14d4f4,Ciências Humanas,UFAL Sertão,3.5,2.8333333333333335,2.6666666666666665
5e8a207da861ff7eba14d50d,Ciências Sociais Aplicadas,UFAL Arapiraca,2.25,2,3.6666666666666665
5e8a2944a861ff7eb664f720,Ciências Sociais Aplicadas,UFAL A.C. Simões,1.25,1.3333333333333333,2
5e8a29b5a861ff7eba14d51f,Ciências Humanas,UFAL A.C. Simões,4.25,2.5,3
5e8a2f5aa861ff7eb664f741,Ciências Biológicas,UFAL A.C. Simões,1.5,1.6666666666666667,2.3333333333333335
5e8a3062a861ff7eba14d55d,Ciências da Saúde,UFAL A.C. Simões,1.25,2.8333333333333335,3
5e8a3176a861ff7eb664f74d,Linguística/Letras e Artes,UFAL A.C. Simões,1.25,2,2.3333333333333335
5e8a3213a861ff7eba14d568,Ciências Agrárias,UFAL Arapiraca,1.5,2,1.6666666666666667
5e8a328aa861ff7eba14d56d,Ciências da Saúde,UFAL Arapiraca,1.75,2.5,2
5e8a331da861ff7eba14d574,Ciências Humanas,UFAL A.C. Simões,2.5,3.1666666666666665,2
5e8a347fa861ff7eb664f773,Ciências da Saúde,UFAL A.C. Simões,2.5,2.6666666666666665,3.6666666666666665
5e8a3535a861ff7eba14d598,Ensino técnico,UFAL A.C. Simões,1.25,2,3
5e8a39b0a861ff7eba14d5a8,Ciências da Saúde,UFAL Arapiraca,2,2.1666666666666665,3
5e8a3b38a861ff7eb664f78a,Ciências Humanas,UFAL A.C. Simões,4,4.166666666666667,3.6666666666666665
5e8a4457a861ff7eb664f7bd,Ciências Biológicas,UFAL A.C. Simões,1,1.6666666666666667,1.6666666666666667
5e8a4c93a861ff7eb664f7c6,Ciências Agrárias,UFAL Arapiraca,2,2.1666666666666665,2.6666666666666665
5e8a4ce7a861ff7eba14d603,Ciências da Saúde,UFAL A.C. Simões,2.5,2.5,2
5e8a4e84a861ff7eb664f7d2,Ciências da Saúde,UFAL Arapiraca,1.5,2,2.6666666666666665
5e8a558ba861ff7eb664f7e9,Ciências Agrárias,UFAL Arapiraca,1.25,2.5,2.6666666666666665
5e8a656ca861ff7eba14d628,Ciências Exatas e da Terra,UFAL A.C. Simões,1.25,1.3333333333333333,1.3333333333333333
5e8a6f76a861ff7eba14d651,Ciências da Saúde,UFAL A.C. Simões,1.25,2,2.6666666666666665
5e8a7085a861ff7eba14d656,Linguística/Letras e Artes,UFAL A.C. Simões,3.75,4,3.6666666666666665
5e8a70c9a861ff7eba14d658,Ciências Humanas,UFAL A.C. Simões,2,2.6666666666666665,3.3333333333333335
5e8a7c5aa861ff7eb664f828,Ciências Exatas e da Terra,UFAL A.C. Simões,1.25,2.8333333333333335,3.3333333333333335
5e8a815aa861ff7eb664f840,Engenharias,UFAL A.C. Simões,2.75,2.8333333333333335,3.3333333333333335
5e8a8c0ca861ff7eba14d69b,Ciências Sociais Aplicadas,UFAL Arapiraca,1,2.1666666666666665,1.3333333333333333
5e8b0f58a861ff132c369fac,Ciências Agrárias,UFAL CECA,1.5,2.3333333333333335,2.3333333333333335
5e8b127ba861ff132841abf1,Ciências Sociais Aplicadas,UFAL A.C. Simões,1.25,2.5,1.6666666666666667
5e8b1a05a861ff132c369fed,Ciências Sociais Aplicadas,UFAL A.C. Simões,1.75,1.8333333333333333,2
5e8b1f08a861ff132841ac37,Ciências Biológicas,UFAL A.C. Simões,1.75,2.3333333333333335,3
5e8b2395a861ff132c36a00d,Ciências da Saúde,UFAL A.C. Simões,1.5,3,3
5e8b2422a861ff132c36a010,Ciências Agrárias,UFAL Arapiraca,1.5,2,1.6666666666666667
5e8b2457a861ff132841ac5f,Ciências da Saúde,UFAL A.C. Simões,2.5,3.3333333333333335,3.3333333333333335
5e8b2a91a861ff132c36a033,Ciências Biológicas,UFAL A.C. Simões,2.75,3,3
5e8b2da2a861ff132841af27,Ciências Humanas,UFAL A.C. Simões,1,2.1666666666666665,1.3333333333333333
5e8b2dbda861ff132c36a2fe,Ciências Sociais Aplicadas,UFAL A.C. Simões,3,2.8333333333333335,2.6666666666666665
5e8b3157a861ff132c36a8d1,Ciências Exatas e da Terra,UFAL A.C. Simões,1.25,2,2
5e8b3182a861ff132c36a91f,Ciências Biológicas,UFAL A.C. Simões,1.25,3.6666666666666665,2.6666666666666665
5e8b31e8a861ff132841b5d9,Ciências Humanas,UFAL A.C. Simões,2.25,2.6666666666666665,3
5e8b3620a861ff6839af05c9,Ciências da Saúde,UFAL Arapiraca,1,1.1666666666666667,1.6666666666666667
5e8b36b3a861ff6839af063c,Ciências da Saúde,UFAL A.C. Simões,2.5,2.8333333333333335,3.6666666666666665
5e8b36fca861ff6839af067a,Ciências Humanas,UFAL Arapiraca,2.5,3.1666666666666665,3.6666666666666665
5e8b37f7a861ff6835a5c0a0,Ciências Exatas e da Terra,UFAL A.C. Simões,4.5,3.6666666666666665,3
5e8b38a4a861ff6835a5c104,Ciências Sociais Aplicadas,UFAL A.C. Simões,1.25,1.5,2.3333333333333335
5e8b39a5a861ff6839af07f6,Ciências Exatas e da Terra,UFAL A.C. Simões,3.5,3.6666666666666665,4
5e8b39d9a861ff6835a5c1a7,Linguística/Letras e Artes,UFAL Sertão,4,2.5,3
5e8b3c35a861ff6835a5c2d4,Ciências Humanas,UFAL A.C. Simões,2,2.5,3.6666666666666665
5e8b3c8ba861ff6835a5c2f4,Ciências Exatas e da Terra,UFAL A.C. Simões,2.5,3.1666666666666665,2.6666666666666665
5e8b3d3ca861ff6835a5c338,Ciências Biológicas,UFAL A.C. Simões,1.5,1.5,1.3333333333333333
5e8b41dfa861ff6835a5c464,Linguística/Letras e Artes,UFAL A.C. Simões,3,2.1666666666666665,2.6666666666666665
5e8b42f4a861ff6839af0a93,Ciências Agrárias,UFAL CECA,1.75,2.3333333333333335,3
5e8b4adca861ff6839af0b99,Ciências Humanas,UFAL A.C. Simões,2.5,3.1666666666666665,3.3333333333333335
5e8b4d6da861ff6835a5c59e,Ciências Sociais Aplicadas,UFAL A.C. Simões,1.5,2.1666666666666665,2.6666666666666665
5e8b50d3a861ff6835a5c646,Linguística/Letras e Artes,UFAL A.C. Simões,1.25,2.8333333333333335,3
5e8b580ba861ff6839af0daa,Ciências da Saúde,UFAL A.C. Simões,1.25,3,3.3333333333333335
5e8b5973a861ff6839af0ddf,Ciências Biológicas,UFAL Arapiraca,1,1.5,1.3333333333333333
5e8b5a67a861ff6839af0dfa,Engenharias,UFAL A.C. Simões,1,2.8333333333333335,3
5e8b626da861ff6835a5c837,Ciências Sociais Aplicadas,UFAL A.C. Simões,1.75,2,3.3333333333333335
5e8b6656a861ff6839af0ef7,Engenharias,UFAL A.C. Simões,1.75,1.8333333333333333,2
5e8b6786a861ff6839af0f04,Ciências Sociais Aplicadas,UFAL A.C. Simões,2,2.5,2.6666666666666665
5e8b6a51a861ff6835a5c8bd,Ciências da Saúde,UFAL A.C. Simões,2,2.6666666666666665,4
5e8b6a9da861ff6839af0f14,Ciências da Saúde,UFAL A.C. Simões,1.5,2.3333333333333335,2.3333333333333335
5e8b6ef8a861ff6839af0f5a,Ciências Sociais Aplicadas,UFAL A.C. Simões,1,2.5,2
5e8b72a6a861ff6839af0f81,Engenharias,UFAL A.C. Simões,1.25,1.3333333333333333,1.6666666666666667
5e8b72b4a861ff6839af0f85,Ciências Exatas e da Terra,UFAL A.C. Simões,1.5,3,2.3333333333333335
5e8b73e7a861ff6835a5c97c,Ciências Humanas,UFAL A.C. Simões,3.25,2.3333333333333335,1.6666666666666667
5e8b75aaa861ff6835a5c9d6,Ciências Biológicas,UFAL A.C. Simões,1,2.1666666666666665,1
5e8b7816a861ff6839af1056,Ciências da Saúde,UFAL A.C. Simões,1.25,1.1666666666666667,2.3333333333333335
