ID,etapa.de.ensino,unidade,pedagogica,cidadania,desenvolvimento
5e94e6bca861ff7892432458,Ensino Superior,UFAL A.C. Simões,2.25,3,3
5e94e850a861ff789243246b,Ensino Superior,UFAL A.C. Simões,2.25,3,2.6666666666666665
5e95b898a861ff1209567c91,Ensino Superior,UFAL A.C. Simões,2,3,2.3333333333333335
5e95c8f8a861ff59ee480325,Ensino Superior,UFAL Sertão,2.75,3.8333333333333335,4
5e95fab2a861ff59ee4803b5,Ensino Superior,UFAL A.C. Simões,2,2,2
5e95ffdda861ff59eaf4da2e,Ensino Superior,UFAL A.C. Simões,1.75,2.3333333333333335,2.6666666666666665
5e9608d2a861ff59eaf4da60,Ensino Superior,UFAL A.C. Simões,1,2,2.3333333333333335
5e960cbea861ff59ee480404,Ensino Superior,UFAL Arapiraca,2,2.1666666666666665,2.3333333333333335
5e960d03a861ff59eaf4da69,Ensino Superior,UFAL Arapiraca,2.75,2.1666666666666665,4.333333333333333
5e960d98a861ff59eaf4da6d,Ensino Superior,UFAL Arapiraca,1,1.6666666666666667,1.6666666666666667
5e964916a861ff59eaf4db1f,Ensino Superior,UFAL CECA,2,2.8333333333333335,3
5e96fe64a861ff2b84394b19,Ensino Superior,UFAL A.C. Simões,2,2.3333333333333335,3.3333333333333335
5e9713aea861ff2b80c2a150,Ensino Superior,UFAL A.C. Simões,2.75,2.3333333333333335,3.6666666666666665
5e97591ea861ff2b84394bec,Ensino Superior,UFAL A.C. Simões,2.25,3,4.333333333333333
5e976471a861ff2b84394d69,Ensino Superior,UFAL A.C. Simões,1.25,2.3333333333333335,2.3333333333333335
5e977206a861ff2b84394e3f,Ensino Superior,UFAL Arapiraca,3.5,2.6666666666666665,3.6666666666666665
5e97a584a861ff6164ef6c6d,Ensino Superior,UFAL A.C. Simões,1.5,2.1666666666666665,2.6666666666666665
5e98c752a861ff4f90c066aa,Ensino Superior,UFAL CECA,1.75,2.6666666666666665,4.666666666666667
5e98f5fda861ff4f94c03107,Ensino Superior,UFAL CECA,2,2.5,2.3333333333333335
5e98f764a861ff4f90c06714,Ensino Superior,UFAL A.C. Simões,2.5,1.8333333333333333,1.6666666666666667
5e9972fda861ff6ad775989b,Ensino Superior,UFAL A.C. Simões,1.75,2,1.3333333333333333
5e99cb19a861ff6ad77598d0,Ensino Superior,UFAL A.C. Simões,3.25,4.5,3.6666666666666665
5e99d6faa861ff6ad77598ea,Ensino Superior,UFAL A.C. Simões,3,4.166666666666667,3.3333333333333335
5e99eb56a861ff6ad3ac0067,Ensino Superior,UFAL CECA,2.5,1.8333333333333333,1.6666666666666667
5e9a46a9a861ff6ad7759d54,Ensino Superior,UFAL A.C. Simões,1.75,2.5,2
5e9a48d5a861ff6ad7759d79,Ensino Superior,UFAL A.C. Simões,1,2,2.3333333333333335
5e9a4e7aa861ff6ad3ac0517,Ensino Superior,UFAL A.C. Simões,3,3.5,4
5e9b04e1a861ff1573821a39,Ensino Superior,UFAL A.C. Simões,2,1,1.3333333333333333
5e9b1874a861ff156f61bc41,Ensino Superior,UFAL A.C. Simões,1.75,1.8333333333333333,2
5e9b2a45a861ff156f61bc87,Ensino Superior,UFAL A.C. Simões,1.25,1.6666666666666667,1.6666666666666667
5e9b519aa861ff1573821abc,Ensino Superior,UFAL CECA,1.5,2,2.6666666666666665
5e9bbbada861ff1573821bdb,Ensino Superior,UFAL Arapiraca,1.25,2.1666666666666665,1.6666666666666667
5e9c4035a861ff28871f28a9,Ensino Superior,UFAL A.C. Simões,1.5,2.1666666666666665,2
5e9c4543a861ff288b0029e3,Ensino Superior,UFAL A.C. Simões,2,2.5,2.6666666666666665
5e9c60aca861ff28871f28eb,Ensino Superior,UFAL Arapiraca,1.75,3.3333333333333335,3.6666666666666665
5e9caddba861ff288b002a78,Ensino Superior,UFAL A.C. Simões,2.5,2.3333333333333335,3
5e9cd223a861ff288b002a9b,Ensino Superior,UFAL Arapiraca,2,3.3333333333333335,2.6666666666666665
5e9cf5d3a861ff28871f2995,Ensino Superior,UFAL A.C. Simões,2.5,2.1666666666666665,3
5e9cf691a861ff288b002ab2,Ensino Superior,UFAL A.C. Simões,2,2,2.6666666666666665
5e9d8b77a861ff3b572b80fb,Ensino Superior,UFAL A.C. Simões,2,1.6666666666666667,2
5e9d97e6a861ff3b572b8110,Ensino Superior,UFAL Sertão,2.25,2.8333333333333335,3.3333333333333335
5e9dd3c6a861ff3b572b81ff,Ensino Superior,UFAL A.C. Simões,2.75,3.3333333333333335,3.3333333333333335
5e9dd92ea861ff3b572b8224,Ensino Superior,UFAL CECA,1.25,1.3333333333333333,2
5e9de70fa861ff3b5bb0fa2a,Ensino Superior,UFAL A.C. Simões,1.5,2.5,2.3333333333333335
5e9df388a861ff3b5bb0fa52,Ensino Superior,UFAL CECA,1.75,1.5,1.3333333333333333
5e9dfecfa861ff3b5bb0fa5f,Ensino Superior,UFAL A.C. Simões,1.25,1.6666666666666667,3.3333333333333335
5e9e0b40a861ff3b5bb0fa7e,Ensino Superior,UFAL A.C. Simões,1.75,1.8333333333333333,1.6666666666666667
5e9e0bcca861ff3b5bb0fa88,Ensino Superior,UFAL Arapiraca,1.25,2.3333333333333335,2.6666666666666665
5e9e0ecca861ff3b5bb0faa0,Ensino Superior,UFAL Arapiraca,1.5,1.5,1
5e9e0edaa861ff3b572b82d4,Ensino Superior,UFAL A.C. Simões,3,2.8333333333333335,3.3333333333333335
5e9e0efba861ff3b5bb0faa1,Ensino Superior,UFAL A.C. Simões,1,2.6666666666666665,2
5e9e2797a861ff3b5bb0fae9,Ensino Superior,UFAL A.C. Simões,3.25,2.8333333333333335,2.6666666666666665
5e9e2bf8a861ff3b5bb0faec,Ensino Superior,UFAL Arapiraca,1,3.6666666666666665,3
5e9e34e6a861ff3b572b835c,Ensino Superior,UFAL Sertão,3.75,4,3.6666666666666665
5e9e4316a861ff3b5bb0fb22,Ensino Superior,UFAL A.C. Simões,1.25,1.6666666666666667,2.6666666666666665
5e9ed3eca861ff5703fb7181,Ensino Superior,UFAL Arapiraca,1.75,2.5,1.6666666666666667
5e9ef485a861ff57078b12fb,Ensino Superior,UFAL CECA,1.5,2,3.6666666666666665
5e9f09dea861ff5703fb71e4,Ensino Superior,UFAL A.C. Simões,1.25,1.3333333333333333,2
5e9f0c11a861ff57078b1350,Ensino Superior,UFAL A.C. Simões,3.25,3.3333333333333335,3
5e9f308ca861ff57078b1385,Ensino Superior,UFAL A.C. Simões,2.5,3.1666666666666665,2.3333333333333335
5e9f525aa861ff5703fb72a7,Ensino Superior,UFAL Sertão,1.5,2.5,3
5e9f5b44a861ff57078b1401,Ensino Superior,UFAL Arapiraca,5,4.833333333333333,5
5e9f9ceea861ff5703fb72f0,Ensino Superior,UFAL A.C. Simões,1.75,2.5,1.6666666666666667
5e9ff5e5a861ff6b26ef5c1e,Ensino Superior,UFAL A.C. Simões,1.25,2.3333333333333335,2.3333333333333335
5ea02a2fa861ff6b228ebcac,Ensino Superior,UFAL A.C. Simões,2.25,3.1666666666666665,3.3333333333333335
5ea0321aa861ff6b26ef5c3e,Ensino Superior,UFAL A.C. Simões,1,1.8333333333333333,2.6666666666666665
5ea03d1aa861ff6b228ebccc,Ensino Superior,UFAL A.C. Simões,1.75,1.3333333333333333,2.3333333333333335
5ea08aafa861ff6b26ef5cec,Ensino Superior,UFAL Arapiraca,2.5,2.5,1.6666666666666667
5ea26477a861ff040d5d236a,Ensino Superior,UFAL A.C. Simões,2.25,2.1666666666666665,1.6666666666666667
5ea5eb2aa861ff360e5f6110,Ensino Superior,UFAL A.C. Simões,1.75,3,3
